"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2013","Belgium","Current prices, euro per capita","Gross domestic product at market prices","35,210",""
"2013","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","5,770",""
"2013","Czechia","Current prices, euro per capita","Gross domestic product at market prices","15,170",""
"2013","Denmark","Current prices, euro per capita","Gross domestic product at market prices","46,100",""
"2013","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","34,860",""
"2013","Estonia","Current prices, euro per capita","Gross domestic product at market prices","14,420",""
"2013","Ireland","Current prices, euro per capita","Gross domestic product at market prices","38,880",""
"2013","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,380",""
"2013","Spain","Current prices, euro per capita","Gross domestic product at market prices","21,900",""
"2013","France","Current prices, euro per capita","Gross domestic product at market prices","32,080",""
"2013","Croatia","Current prices, euro per capita","Gross domestic product at market prices","10,300",""
"2013","Italy","Current prices, euro per capita","Gross domestic product at market prices","26,590",""
"2013","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","20,880",""
"2013","Latvia","Current prices, euro per capita","Gross domestic product at market prices","11,410",""
"2013","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","11,850",""
"2013","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","85,270",""
"2013","Hungary","Current prices, euro per capita","Gross domestic product at market prices","10,310",""
"2013","Malta","Current prices, euro per capita","Gross domestic product at market prices","18,650",""
"2013","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","39,300",""
"2013","Austria","Current prices, euro per capita","Gross domestic product at market prices","38,210",""
"2013","Poland","Current prices, euro per capita","Gross domestic product at market prices","10,190",""
"2013","Portugal","Current prices, euro per capita","Gross domestic product at market prices","16,300",""
"2013","Romania","Current prices, euro per capita","Gross domestic product at market prices","7,190",""
"2013","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","17,700",""
"2013","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","13,750",""
"2013","Finland","Current prices, euro per capita","Gross domestic product at market prices","37,570",""
"2013","Sweden","Current prices, euro per capita","Gross domestic product at market prices","46,020",""
"2013","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","32,700",""
"2013","Iceland","Current prices, euro per capita","Gross domestic product at market prices","37,260",""
"2013","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices","128,380",""
"2013","Norway","Current prices, euro per capita","Gross domestic product at market prices","77,440",""
"2013","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","66,340",""
"2013","Montenegro","Current prices, euro per capita","Gross domestic product at market prices","5,410",""
"2013","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices","3,950","e"
"2013","Albania","Current prices, euro per capita","Gross domestic product at market prices","3,320",""
"2013","Serbia","Current prices, euro per capita","Gross domestic product at market prices","5,080",""
"2013","Turkey","Current prices, euro per capita","Gross domestic product at market prices","9,450",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2014","Belgium","Current prices, euro per capita","Gross domestic product at market prices","35,950",""
"2014","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","5,940",""
"2014","Czechia","Current prices, euro per capita","Gross domestic product at market prices","15,000",""
"2014","Denmark","Current prices, euro per capita","Gross domestic product at market prices","47,090",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","36,150",""
"2014","Estonia","Current prices, euro per capita","Gross domestic product at market prices","15,340",""
"2014","Ireland","Current prices, euro per capita","Gross domestic product at market prices","41,950",""
"2014","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,280",""
"2014","Spain","Current prices, euro per capita","Gross domestic product at market prices","22,220",""
"2014","France","Current prices, euro per capita","Gross domestic product at market prices","32,420",""
"2014","Croatia","Current prices, euro per capita","Gross domestic product at market prices","10,250",""
"2014","Italy","Current prices, euro per capita","Gross domestic product at market prices","26,770",""
"2014","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","20,450",""
"2014","Latvia","Current prices, euro per capita","Gross domestic product at market prices","11,840",""
"2014","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","12,480",""
"2014","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","89,240",""
"2014","Hungary","Current prices, euro per capita","Gross domestic product at market prices","10,750",""
"2014","Malta","Current prices, euro per capita","Gross domestic product at market prices","20,120",""
"2014","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","39,820",""
"2014","Austria","Current prices, euro per capita","Gross domestic product at market prices","38,990",""
"2014","Poland","Current prices, euro per capita","Gross domestic product at market prices","10,630",""
"2014","Portugal","Current prices, euro per capita","Gross domestic product at market prices","16,640",""
"2014","Romania","Current prices, euro per capita","Gross domestic product at market prices","7,570",""
"2014","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","18,250",""
"2014","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","14,080",""
"2014","Finland","Current prices, euro per capita","Gross domestic product at market prices","37,880",""
"2014","Sweden","Current prices, euro per capita","Gross domestic product at market prices","45,260",""
"2014","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","35,780",""
"2014","Iceland","Current prices, euro per capita","Gross domestic product at market prices","40,900",""
"2014","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices","133,180",""
"2014","Norway","Current prices, euro per capita","Gross domestic product at market prices","73,180",""
"2014","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","67,650",""
"2014","Montenegro","Current prices, euro per capita","Gross domestic product at market prices","5,560",""
"2014","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices","4,140","e"
"2014","Albania","Current prices, euro per capita","Gross domestic product at market prices","3,450",""
"2014","Serbia","Current prices, euro per capita","Gross domestic product at market prices","4,970",""
"2014","Turkey","Current prices, euro per capita","Gross domestic product at market prices","9,160",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2015","Belgium","Current prices, euro per capita","Gross domestic product at market prices","36,960",""
"2015","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","6,370",""
"2015","Czechia","Current prices, euro per capita","Gross domestic product at market prices","16,080",""
"2015","Denmark","Current prices, euro per capita","Gross domestic product at market prices","48,050",""
"2015","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","37,050",""
"2015","Estonia","Current prices, euro per capita","Gross domestic product at market prices","15,820",""
"2015","Ireland","Current prices, euro per capita","Gross domestic product at market prices","55,980",""
"2015","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,270",""
"2015","Spain","Current prices, euro per capita","Gross domestic product at market prices","23,220",""
"2015","France","Current prices, euro per capita","Gross domestic product at market prices","33,020",""
"2015","Croatia","Current prices, euro per capita","Gross domestic product at market prices","10,600",""
"2015","Italy","Current prices, euro per capita","Gross domestic product at market prices","27,260",""
"2015","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","21,100",""
"2015","Latvia","Current prices, euro per capita","Gross domestic product at market prices","12,420",""
"2015","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","12,860",""
"2015","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","91,440",""
"2015","Hungary","Current prices, euro per capita","Gross domestic product at market prices","11,450",""
"2015","Malta","Current prices, euro per capita","Gross domestic product at market prices","22,450",""
"2015","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","40,730",""
"2015","Austria","Current prices, euro per capita","Gross domestic product at market prices","39,890",""
"2015","Poland","Current prices, euro per capita","Gross domestic product at market prices","11,190",""
"2015","Portugal","Current prices, euro per capita","Gross domestic product at market prices","17,350",""
"2015","Romania","Current prices, euro per capita","Gross domestic product at market prices","8,080",""
"2015","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","18,830",""
"2015","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","14,710",""
"2015","Finland","Current prices, euro per capita","Gross domestic product at market prices","38,570",""
"2015","Sweden","Current prices, euro per capita","Gross domestic product at market prices","46,480",""
"2015","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","40,620",""
"2015","Iceland","Current prices, euro per capita","Gross domestic product at market prices","47,400",""
"2015","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices","148,440",""
"2015","Norway","Current prices, euro per capita","Gross domestic product at market prices","66,980",""
"2015","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","76,400",""
"2015","Montenegro","Current prices, euro per capita","Gross domestic product at market prices","5,870",""
"2015","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices","4,380","e"
"2015","Albania","Current prices, euro per capita","Gross domestic product at market prices","3,560",""
"2015","Serbia","Current prices, euro per capita","Gross domestic product at market prices","5,040",""
"2015","Turkey","Current prices, euro per capita","Gross domestic product at market prices","9,930",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2016","Belgium","Current prices, euro per capita","Gross domestic product at market prices","37,960",""
"2016","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","6,820",""
"2016","Czechia","Current prices, euro per capita","Gross domestic product at market prices","16,790",""
"2016","Denmark","Current prices, euro per capita","Gross domestic product at market prices","49,420",""
"2016","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","38,070",""
"2016","Estonia","Current prices, euro per capita","Gross domestic product at market prices","16,670",""
"2016","Ireland","Current prices, euro per capita","Gross domestic product at market prices","57,020",""
"2016","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,170",""
"2016","Spain","Current prices, euro per capita","Gross domestic product at market prices","23,980",""
"2016","France","Current prices, euro per capita","Gross domestic product at market prices","33,430",""
"2016","Croatia","Current prices, euro per capita","Gross domestic product at market prices","11,170",""
"2016","Italy","Current prices, euro per capita","Gross domestic product at market prices","27,970",""
"2016","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","22,230",""
"2016","Latvia","Current prices, euro per capita","Gross domestic product at market prices","12,940",""
"2016","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","13,560",""
"2016","Luxembourg","Current prices, euro per capita","Gross domestic product at market prices","93,930",""
"2016","Hungary","Current prices, euro per capita","Gross domestic product at market prices","11,830",""
"2016","Malta","Current prices, euro per capita","Gross domestic product at market prices","23,200",""
"2016","Netherlands","Current prices, euro per capita","Gross domestic product at market prices","41,590",""
"2016","Austria","Current prices, euro per capita","Gross domestic product at market prices","40,920",""
"2016","Poland","Current prices, euro per capita","Gross domestic product at market prices","11,110",""
"2016","Portugal","Current prices, euro per capita","Gross domestic product at market prices","18,060",""
"2016","Romania","Current prices, euro per capita","Gross domestic product at market prices","8,630",""
"2016","Slovenia","Current prices, euro per capita","Gross domestic product at market prices","19,590",""
"2016","Slovakia","Current prices, euro per capita","Gross domestic product at market prices","14,920",""
"2016","Finland","Current prices, euro per capita","Gross domestic product at market prices","39,580",""
"2016","Sweden","Current prices, euro per capita","Gross domestic product at market prices","46,990",""
"2016","United Kingdom","Current prices, euro per capita","Gross domestic product at market prices","37,080",""
"2016","Iceland","Current prices, euro per capita","Gross domestic product at market prices","55,590",""
"2016","Liechtenstein","Current prices, euro per capita","Gross domestic product at market prices","147,270",""
"2016","Norway","Current prices, euro per capita","Gross domestic product at market prices","63,690",""
"2016","Switzerland","Current prices, euro per capita","Gross domestic product at market prices","75,090",""
"2016","Montenegro","Current prices, euro per capita","Gross domestic product at market prices","6,350",""
"2016","North Macedonia","Current prices, euro per capita","Gross domestic product at market prices","4,660","e"
"2016","Albania","Current prices, euro per capita","Gross domestic product at market prices","3,730",""
"2016","Serbia","Current prices, euro per capita","Gross domestic product at market prices","5,210",""
"2016","Turkey","Current prices, euro per capita","Gross domestic product at market prices","9,910",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, euro per capita","Gross domestic product at market prices",":",""
"2017","Belgium","Current prices, euro per capita","Gross domestic product at market prices","39,120",""
"2017","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","7,400",""
"2017","Czechia","Current prices, euro per capita","Gross domestic product at market prices","18,330",""
"2017","Denmark","Current prices, euro per capita","Gross domestic product at market prices","51,140",""
"2017","Germany (until 1990 former territory of the FRG)","Current prices, euro per capita","Gross domestic product at market prices","39,440",""
"2017","Estonia","Current prices, euro per capita","Gross domestic product at market prices","18,130",""
"2017","Ireland","Current prices, euro per capita","Gross domestic product at market prices","62,550",""
"2017","Greece","Current prices, euro per capita","Gross domestic product at market prices","16,470",""
"2017","Spain","Current prices, euro per capita","Gross domestic product at market prices","24,970",""
"2017","France","Current prices, euro per capita","Gross domestic product at market prices","34,250",""
"2017","Croatia","Current prices, euro per capita","Gross domestic product at market prices","11,920",""
"2017","Italy","Current prices, euro per capita","Gross domestic product at market prices","28,690",""
"2017","Cyprus","Current prices, euro per capita","Gross domestic product at market prices","23,410",""
"2017","Latvia","Current prices, euro per capita","Gross domestic product at market prices","13,890",""
"2017","Lithuania","Current prices, euro per capita","Gross domestic product at market prices","14,950",""
